,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
16134,527619,Germany,USED BOAT,Klassische Yacht,Klassische,1936,sailingboats,Sailing Yacht,,9.8,2.8,1.4,1,,,19000,https://www.boat24.com/en/sailingboats/klassische-yacht/detail/527619/
16135,529350,Italy,USED BOAT,nan,nan,1991,powerboats,Sport Boat,GRP,8.14,2.48,,1,280.0,206.0,9900,https://www.boat24.com/en/powerboats/molinari/molinari-falcon-26/detail/529350/
16136,515085,Poland,NEW BOAT,ODYSSEYA PLATINUM 40 HARD TOP,ODYSSEYA,2023,powerboats,Flybridge,GRP,11.98,3.5,0.7,1,135.0,99.0,119000,https://www.boat24.com/en/powerboats/odysseya-platinum-40-hard-top/detail/515085/
16139,245973,,NEW BOAT,Drifter 390 OC Jubile,Aquanaut,2023,powerboats,Trawler,,12.2,4.1,1.0,1,,,19400,https://www.boat24.com/en/catalog/powerboats/aquanaut/drifter-390-oc-jubile/2023/245973/
16141,528270,Germany,USED BOAT,Eigenbau Stahlyacht 1450 DS,Eigenbau,1983,powerboats,Motor Yacht,Steel,14.57,3.92,1.0,1,96.0,71.0,49000,https://www.boat24.com/en/powerboats/eigenbau-stahlyacht-1450-ds/detail/528270/
16142,338342,Germany,NEW BOAT,Quicksilver ACTIV 675 SUNDECK,Quicksilver,2023,powerboats,Deck Boat,,6.66,2.55,0.44,1,150.0,110.0,45287,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-675-sundeck/detail/338342/
16143,529267,Switzerland,NEW BOAT,Quicksilver 605 Cruiser,Quicksilver,2023,powerboats,Sport Boat,GRP,5.76,2.34,,1,115.0,85.0,45889.8,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-605-cruiser/detail/529267/
16144,243572,,NEW BOAT,Bluewater Line 22SR,Karnic,2023,powerboats,Runabout,,6.48,2.45,,1,225.0,,94000,https://www.boat24.com/en/catalog/powerboats/karnic/bluewater-line-22sr/2023/243572/
16145,497301,Germany,NEW BOAT,Alfastreet Marine 21 OPEN Electric BMW i3 Battery,Alfastreet,2022,powerboats,Center Console,GRP,6.6,2.3,0.5,1,68.0,50.0,135700,https://www.boat24.com/en/powerboats/alfastreet-marine/alfastreet-marine-21-open-electric-bmw-i3-battery/detail/497301/
16146,541865,France,NEW BOAT,Jeanneau CAP CAMARAT 9.0 CC,Jeanneau,2023,powerboats,Center Console,PVC,9.12,2.98,0.65,2,250.0,184.0,204160,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-cap-camarat-90-cc/detail/541865/
16147,524522,Austria,NEW BOAT,Nautique SUPER AIR NAUTIQUE GS22,Nautique,2023,powerboats,Wakeboard/Wakesurf,GRP,6.7,2.54,0.69,1,369.0,271.0,129900,https://www.boat24.com/en/powerboats/nautique/nautique-super-air-nautique-gs22/detail/524522/
16148,537876,Germany,USED BOAT,Badiola Uno Gaviota 600,Badiola,1990,powerboats,Fishing Boat,GRP,5.98,1.95,1.0,1,29.0,21.0,12000,https://www.boat24.com/en/powerboats/badiola-uno-gaviota-600/detail/537876/
16149,245531,,NEW BOAT,E30 Endurance,Cranchi,2023,powerboats,Motor Yacht,,9.85,2.98,0.9,1,320.0,235.0,269000,https://www.boat24.com/en/catalog/powerboats/cranchi/e30-endurance/2023/245531/
16150,462078,Germany,NEW BOAT,Viper 323 S,Viper,2023,powerboats,Sport Boat,GRP,9.8,3.0,,2,540.0,397.0,248500,https://www.boat24.com/en/powerboats/viper/viper-323-s/detail/462078/
16154,545640,Spain,NEW BOAT,BravaBoats BA75,BravaBoats,2023,powerboats,Motor Yacht,Aluminium,8.3,2.5,0.45,1,300.0,221.0,70000,https://www.boat24.com/en/powerboats/bravaboats/bravaboats-ba75/detail/545640/
16155,541678,France,USED BOAT,RUNABOUT,RUNABOUT,1997,powerboats,Classic Power Boat,GRP,4.35,1.7,1.0,1,50.0,37.0,5500,https://www.boat24.com/en/powerboats/runabout/detail/541678/
16156,545272,Switzerland,USED BOAT,YAMARIN 60Cross Cabin,YAMARIN,2020,powerboats,Cabin Cruiser,Aluminium,6.33,2.33,,1,115.0,85.0,33150.0,https://www.boat24.com/en/powerboats/yamarin/yamarin-60cross-cabin/detail/545272/
16158,288152,Italy,USED BOAT,Tecnomar TB 38,Tecnomar,2003,powerboats,Sport Boat,GRP,11.34,2.7,1.2,2,285.0,210.0,55000,https://www.boat24.com/en/powerboats/tecnomar/tecnomar-tb-38/detail/288152/
16159,507890,Croatia,USED BOAT,Absolute 39 OPEN,Absolute,2006,powerboats,Motor Yacht,GRP,12.09,3.95,1.5,2,310.0,228.0,189000,https://www.boat24.com/en/powerboats/absolute/absolute-39-open/detail/507890/
16160,543355,Netherlands,USED BOAT,Klassieke Mahoniehouten boot,Klassieke,,powerboats,Classic Power Boat,Wood,6.5,1.3,0.3,1,,,30000,https://www.boat24.com/en/powerboats/klassieke-mahoniehouten-boot/detail/543355/
16161,464338,Germany,USED BOAT,PASSAT 26,PASSAT,1975,sailingboats,Sailing Yacht,GRP,7.85,2.68,1.34,1,60.0,44.0,6000,https://www.boat24.com/en/sailingboats/passat-26/detail/464338/
16162,519425,Croatia,USED BOAT,Fjord 23,Fjord,1980,powerboats,Cabin Cruiser,GRP,7.0,2.5,0.6,1,23.0,17.0,23000,https://www.boat24.com/en/powerboats/fjord/fjord-23/detail/519425/
16164,521263,Italy,USED BOAT,Cranchi MEDITERRANEE 47 HARD TOP,Cranchi,2008,powerboats,Hardtop,GRP,14.19,4.1,1.05,2,575.0,423.0,230000,https://www.boat24.com/en/powerboats/cranchi/cranchi-mediterranee-47-hard-top/detail/521263/
16165,493333,Switzerland,USED BOAT,Hensa  Tornado 585,Hensa,1968,powerboats,Classic Power Boat,Wood,5.85,1.95,0.5,1,120.0,88.0,22440.0,https://www.boat24.com/en/powerboats/hensa/hensa-tornado-585/detail/493333/
16166,542730,Monaco,USED BOAT,Cranchi Eco Trawler Long Distance 53,Cranchi,2015,powerboats,Flybridge,,17.0,4.0,,2,435.0,320.0,845000,https://www.boat24.com/en/powerboats/cranchi/cranchi-eco-trawler-long-distance-53/detail/542730/
16167,539536,Italy,USED BOAT,Fiart Mare 42 genius,Fiart,2006,powerboats,Motor Yacht,GRP,12.45,4.02,1.95,2,350.0,257.0,155000,https://www.boat24.com/en/powerboats/fiart-mare/fiart-mare-42-genius/detail/539536/
16168,522233,Finland,USED BOAT,Marex 370 ACC,Marex,2011,powerboats,Motor Yacht,GRP,11.37,3.5,1.1,1,435.0,,279000,https://www.boat24.com/en/powerboats/marex/marex-370-acc/detail/522233/
16169,527801,Germany,USED BOAT,Allroundmarin As 320,Allroundmarin,2010,inflatableboats,Foldable Inflatable Boat,Wood,3.2,1.54,,1,,,855,https://www.boat24.com/en/inflatableboats/allroundmarin/allroundmarin-as-320/detail/527801/
16170,530291,Netherlands,USED BOAT,Quicksilver 605 Active Open,Quicksilver,2018,powerboats,Center Console,GRP,6.05,2.4,0.44,1,150.0,110.0,39900,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-605-active-open/detail/530291/
16171,493905,Germany,NEW BOAT,Quicksilver 675 Weekend + Mercury F225,Quicksilver,2022,powerboats,Cabin Cruiser,GRP,6.94,2.5,0.48,1,225.0,165.0,85200,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-675-weekend-mercury-f225/detail/493905/
16172,510393,Croatia,USED BOAT,nan,nan,1986,powerboats,Motor Yacht,GRP,14.93,4.2,1.3,1,20.0,15.0,89000,https://www.boat24.com/en/powerboats/profil-marine-cherokee-50/detail/510393/
16173,533095,Italy,USED BOAT,LUHRS 31,LUHRS,2006,powerboats,Fishing Boat,GRP,9.8,3.61,0.76,2,360.0,265.0,109000,https://www.boat24.com/en/powerboats/luhrs/luhrs-31/detail/533095/
16174,540746,Sweden,USED BOAT,nan,nan,1923,powerboats,Classic Power Boat,Wood,11.0,2.2,0.7,1,95.0,70.0,30000,https://www.boat24.com/en/powerboats/petterssonbatsalongsbat/detail/540746/
16175,528911,Netherlands,USED BOAT,Kotter VEB 19.50m Varend Woonschip,Kotter,1956,powerboats,Houseboat,Steel,19.56,5.23,2.0,1,,,385000,https://www.boat24.com/en/powerboats/kotter-veb-1950m-varend-woonschip/detail/528911/
16177,485430,Spain,NEW BOAT,Fountaine Pajot Samana 59,Fountaine,2023,sailingboats,Catamaran,GRP,18.21,9.46,,1,,,1954300,https://www.boat24.com/en/sailingboats/fountaine-pajot/fountaine-pajot-samana-59/detail/485430/
16178,499837,Denmark,NEW BOAT,Buster L1,Buster,2022,powerboats,Sport Boat,Aluminium,5.13,1.99,,1,40.0,29.0,24297.0,https://www.boat24.com/en/powerboats/buster/buster-l1/detail/499837/
16179,532412,Croatia,USED BOAT,Jeanneau Prestige 30S,Jeanneau,2007,powerboats,Motor Yacht,GRP,8.9,3.32,0.9,2,190.0,140.0,105000,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-prestige-30s/detail/532412/
16180,499427,Germany,NEW BOAT,Axopar 37 XC Multistorage,Axopar,2022,powerboats,Sport Boat,GRP,11.6,3.35,0.85,2,300.0,221.0,305000,https://www.boat24.com/en/powerboats/axopar/axopar-37-xc-multistorage/detail/499427/
16181,501993,Switzerland,NEW BOAT,Zodiac Cadet 300 RIB ALU DL,Zodiac,2023,inflatableboats,RIB,,3.03,1.67,,1,,,4579.8,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-cadet-300-rib-alu-dl/detail/501993/
16182,534697,Switzerland,USED BOAT,Princess Riviera 286,Princess,1989,powerboats,Motor Yacht,GRP,9.14,3.45,,2,230.0,169.0,30498.0,https://www.boat24.com/en/powerboats/princess/princess-riviera-286/detail/534697/
16183,522525,Croatia,USED BOAT,nan,nan,1987,powerboats,Trawler,GRP,12.75,4.27,1.0,2,151.0,111.0,133000,https://www.boat24.com/en/powerboats/trawler-monk-42/detail/522525/
16185,483443,Italy,USED BOAT,Larson Boats LARSON 310 CABRIO,Larson,2006,powerboats,Motor Yacht,GRP,9.12,3.2,0.86,2,270.0,199.0,69000,https://www.boat24.com/en/powerboats/larson-boats-larson-310-cabrio/detail/483443/
16186,520178,Netherlands,USED BOAT,Makma Commander Offshore,Makma,1999,powerboats,Trawler,GRP,9.6,3.6,1.35,1,230.0,169.0,87500,https://www.boat24.com/en/powerboats/makma/makma-commander-offshore/detail/520178/
16187,544367,Germany,NEW BOAT,Brabus SHADOW 300 Cross-Top,Brabus,2023,powerboats,Sport Boat,,8.0,2.23,0.8,1,300.0,221.0,164050,https://www.boat24.com/en/powerboats/brabus/brabus-shadow-300-cross-top/detail/544367/
16188,542861,Netherlands,NEW BOAT,TMBoats Tmb57eco,TMBoats,2021,smallboats,,Aluminium,17.43,4.7,0.65,1,,,419000,https://www.boat24.com/en/smallboats/tmboats-tmb57eco/detail/542861/
16189,538178,Czech,USED BOAT,Glastron GS249,Glastron,1999,powerboats,Cabin Cruiser,GRP,7.3,2.49,0.35,1,236.0,174.0,26500,https://www.boat24.com/en/powerboats/glastron/glastron-gs249/detail/538178/
16190,246374,,NEW BOAT,DB/37 IB,Jeanneau,2023,powerboats,Hardtop,,11.83,3.57,1.17,1,,,175000,https://www.boat24.com/en/catalog/powerboats/jeanneau/db37-ib/2023/246374/
16192,543311,Sweden,USED BOAT,Omega 42 RESERVED,Omega,1998,sailingboats,Sailing Yacht,,12.8,3.1,1.7,1,29.0,21.0,76075.0,https://www.boat24.com/en/sailingboats/omega/omega-42-reserved/detail/543311/
16193,540700,Italy,USED BOAT,Azimut S6,Azimut,2020,powerboats,Flybridge,GRP,17.55,4.7,1.61,3,700.0,515.0,27500,https://www.boat24.com/en/powerboats/azimut/azimut-s6/detail/540700/
16194,514392,Germany,USED BOAT,Viko s26,Viko,2017,sailingboats,Keelboat,GRP,8.5,2.8,1.4,1,10.0,7.0,43900,https://www.boat24.com/en/sailingboats/viko/viko-s26/detail/514392/
16195,534280,Switzerland,NEW BOAT,Valory V520 PREMIUM,Valory,2023,powerboats,Sport Boat,GRP,5.25,1.95,0.35,1,80.0,59.0,18360.0,https://www.boat24.com/en/powerboats/valory/valory-v520-premium/detail/534280/
16196,487914,France,USED BOAT,Van der Graaf Classic Schooner,Van,2010,sailingboats,Sailing Superyacht,Steel,65.84,8.85,5.0,1,755.0,555.0,12000000,https://www.boat24.com/en/sailingboats/van-der-graaf-classic-schooner/detail/487914/
16197,521313,Spain,NEW BOAT,Voraz 505 CABIN,Voraz,2022,powerboats,Cabin Cruiser,GRP,5.05,2.21,0.26,1,,,12900,https://www.boat24.com/en/powerboats/voraz/voraz-505-cabin/detail/521313/
16198,490533,Germany,USED BOAT,Alonsea Boats 490 S inkl. Honda 15 PS,Alonsea,2021,powerboats,Sport Boat,GRP,4.7,1.9,0.3,1,15.0,11.0,20990,https://www.boat24.com/en/powerboats/alonsea-boats/alonsea-boats-490-s-inkl-honda-15-ps/detail/490533/
16199,395340,Croatia,USED BOAT,Reichel Pugh 60,Reichel,2002,sailingboats,Sailing Yacht,GRP,18.5,4.01,4.1,1,,,450000,https://www.boat24.com/en/sailingboats/reichel-pugh-60/detail/395340/
16202,529324,Germany,USED BOAT,van Dijk de Ijlst/Holland 960,van,1979,powerboats,Trawler,Steel,9.6,3.2,0.9,1,45.0,33.0,59900,https://www.boat24.com/en/powerboats/van-dijk-de-ijlstholland-960/detail/529324/
16203,541052,Sweden,USED BOAT,Malo Yachts Malo 42,Malo,1993,sailingboats,Keelboat,GRP,13.15,3.99,1.9,1,110.0,81.0,161500.0,https://www.boat24.com/en/sailingboats/maloe-yachts/maloe-yachts-maloe-42/detail/541052/
16204,530632,Italy,USED BOAT,Capelli TEMPEST 900 SUN,Capelli,2020,inflatableboats,RIB,GRP,9.5,3.3,0.7,2,250.0,184.0,88000,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-900-sun/detail/530632/
16205,545513,Italy,USED BOAT,Azimut Atlantis 45,Azimut,2019,powerboats,Hardtop,,14.61,4.2,1.1,2,440.0,324.0,540000,https://www.boat24.com/en/powerboats/azimut/azimut-atlantis-45/detail/545513/
16206,427966,Turkey,USED BOAT,Custom Steel Trawler,Custom,2003,powerboats,Trawler,Steel,22.0,4.92,2.5,2,460.0,338.0,1000000,https://www.boat24.com/en/powerboats/custom-steel-trawler/detail/427966/
16208,500173,Germany,NEW BOAT,"Futuro ZX 20  Yamaha, CL5 Display",Futuro,2023,powerboats,Bowrider,Aluminium,5.5,2.0,0.2,1,80.0,59.0,64900,https://www.boat24.com/en/powerboats/futuro/futuro-zx-20-yamaha-cl5-display/detail/500173/
16209,489562,Germany,NEW BOAT,Bayliner M17,Bayliner,2023,powerboats,Bowrider,GRP,5.18,2.31,,1,,,13300,https://www.boat24.com/en/powerboats/bayliner/bayliner-m17/detail/489562/
16210,533320,Croatia,USED BOAT,nan,nan,2019,sailingboats,Sailing Yacht,GRP,12.5,4.3,2.0,1,,,275000,https://www.boat24.com/en/sailingboats/dufour/dufour-430-gl/detail/533320/
16211,505618,Croatia,USED BOAT,Meridian Yachts 391 SB Sedan,Meridian,2010,powerboats,Motor Yacht,GRP,12.47,4.21,0.85,1,,,345000,https://www.boat24.com/en/powerboats/meridian-yachts/meridian-yachts-391-sb-sedan/detail/505618/
16212,494567,Germany,NEW BOAT,Alonsea Boats 560 Q,Alonsea,2022,powerboats,Sport Boat,GRP,5.65,2.15,0.3,1,,,15570,https://www.boat24.com/en/powerboats/alonsea-boats/alonsea-boats-560-q/detail/494567/
16214,537768,Germany,USED BOAT,Monterey 224 FS,Monterey,2012,powerboats,Bowrider,GRP,6.9,2.5,,1,260.0,191.0,49900,https://www.boat24.com/en/powerboats/monterey/monterey-224-fs/detail/537768/
16216,523224,Denmark,,Pioner 14 Fisher Catch Edition,Pioner,2022,smallboats,Personal Water Craft,,UNKNOWN,UNKNOWN,,1,,,9451.0,https://www.boat24.com/en/smallboats/pioner/pioner-14-fisher-catch-edition/detail/523224/
16217,541970,Germany,USED BOAT,Grabner Happy Cat Evolution,Grabner,2015,sailingboats,Catamaran,,4.65,2.2,0.5,1,,,4900,https://www.boat24.com/en/sailingboats/grabner/grabner-happy-cat-evolution/detail/541970/
16218,530560,Spain,USED BOAT,"Solaris 44, new modell, carbon mast, 2019",Solaris,2019,sailingboats,Sailing Yacht,GRP,13.35,4.18,2.6,1,40.0,29.0,649000,https://www.boat24.com/en/sailingboats/solaris/solaris-44-new-modell-carbon-mast-2019/detail/530560/
16221,372886,Spain,USED BOAT,Elegance 76 New Line Stabilizers,Elegance,2005,powerboats,Flybridge,GRP,23.0,5.7,1.65,2,1360.0,1000.0,799000,https://www.boat24.com/en/powerboats/elegance/elegance-76-new-line-stabilizers/detail/372886/
16222,516501,Portugal,USED BOAT,Lema Galope X8,Lema,1999,powerboats,Pilothouse,GRP,8.0,3.0,0.9,2,105.0,77.0,32500,https://www.boat24.com/en/powerboats/lema/lema-galope-x8/detail/516501/
16223,543050,Netherlands,USED BOAT,Prestige Yachts 500S #10,Prestige,2011,powerboats,Motor Yacht,GRP,15.2,4.5,1.05,1,,,495000,https://www.boat24.com/en/powerboats/prestige-yachts/prestige-yachts-500s-10/detail/543050/
16224,539711,Austria,NEW BOAT,ZAR mini RIB 8 LITE,ZAR,2022,inflatableboats,RIB,PVC,2.4,1.65,,1,,,2280,https://www.boat24.com/en/inflatableboats/zar-mini-rib-8-lite/detail/539711/
16225,245935,,NEW BOAT,Holterman X-treme 105,Holterman & De Vries,2023,powerboats,Superyacht,,32.65,7.84,1.85,2,,750.0,17990,https://www.boat24.com/en/catalog/powerboats/holterman/holterman-x-treme-105/2023/245935/
16226,542700,Germany,USED BOAT,Bavaria 35 Match,Bavaria,2005,sailingboats,Sailing Yacht,GRP,10.79,3.27,2.0,1,29.0,21.0,64900,https://www.boat24.com/en/sailingboats/bavaria/bavaria-35-match/detail/542700/
16228,500759,Germany,NEW BOAT,Aquaspirit Aluminium RIB S585 Doppelkonsole,Aquaspirit,2022,inflatableboats,RIB,Aluminium,5.85,2.45,0.4,1,,,33750,https://www.boat24.com/en/inflatableboats/aquaspirit/aquaspirit-aluminium-rib-s585-doppelkonsole/detail/500759/
16229,430101,Italy,USED BOAT,Grand Soleil  48 Ocean Cruiser,Grand,2009,sailingboats,Sailing Yacht,GRP,14.5,4.2,2.0,1,65.0,,130000,https://www.boat24.com/en/sailingboats/grand-soleil/grand-soleil-48-ocean-cruiser/detail/430101/
16230,539618,Switzerland,USED BOAT,Sea Ray Seville 5.6,Sea,1986,powerboats,Runabout,GRP,5.64,2.3,,1,130.0,96.0,10098.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-seville-56/detail/539618/
16231,533139,Germany,USED BOAT,Jeanneau Sun Odyssey 45 DS,Jeanneau,2008,sailingboats,Sailing Yacht,GRP,13.41,4.37,1.65,1,54.0,40.0,179500,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssey-45-ds/detail/533139/
16232,244709,,NEW BOAT,R55,Bavaria,2022,powerboats,Flybridge,,UNKNOWN,UNKNOWN,,1,,,650000,https://www.boat24.com/en/catalog/powerboats/bavaria/r55/2022/244709/
16233,519832,Switzerland,USED BOAT,Windy 32 Scirocco,Windy,2004,powerboats,Cabin Cruiser,GRP,9.74,3.2,,2,309.0,227.0,137700.0,https://www.boat24.com/en/powerboats/windy/windy-32-scirocco/detail/519832/
16234,531907,Switzerland,USED BOAT,Intership,Intership,2013,powerboats,Motor Yacht,Steel,10.25,3.3,1.2,1,96.0,71.0,66300.0,https://www.boat24.com/en/powerboats/intership/detail/531907/
16236,543757,Italy,USED BOAT,Sealine C330,Sealine,2016,powerboats,Hardtop,GRP,10.31,3.5,1.1,2,220.0,162.0,260000,https://www.boat24.com/en/powerboats/sealine/sealine-c330/detail/543757/
16237,527929,Switzerland,NEW BOAT,Titanium 557 SUNDECK,Titanium,2023,powerboats,Cabin Cruiser,GRP,5.57,2.2,0.3,1,,,28208.100000000002,https://www.boat24.com/en/powerboats/titanium/titanium-557-sundeck/detail/527929/
16238,540719,Italy,USED BOAT,Camuffo 40 fly,Camuffo,1976,powerboats,Flybridge,Wood,11.0,3.7,1.0,2,210.0,154.0,110000,https://www.boat24.com/en/powerboats/camuffo/camuffo-40-fly/detail/540719/
16239,531551,Netherlands,USED BOAT,Marex 375,Marex,2023,powerboats,Motor Yacht,GRP,12.05,3.55,1.05,1,480.0,353.0,92900,https://www.boat24.com/en/powerboats/marex/marex-375/detail/531551/
16240,526562,Denmark,USED BOAT,Ryds 23 WA Ryds 23 WA - Nedsat,Ryds,2005,powerboats,Pilothouse,GRP,7.3,2.45,0.7,1,220.0,162.0,25350.0,https://www.boat24.com/en/powerboats/ryds-23-wa-ryds-23-wa--nedsat/detail/526562/
16241,543014,Montenegro,USED BOAT,nan,nan,2020,powerboats,Flybridge,GRP,12.91,3.95,1.1,2,600.0,441.0,499000,https://www.boat24.com/en/powerboats/bavaria/bavaria-r40-fly/detail/543014/
16243,537172,Croatia,USED BOAT,nan,nan,2004,sailingboats,Sailing Yacht,GRP,11.75,3.95,1.0,1,56.0,41.0,119500,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssey-403/detail/537172/
16244,545286,Germany,USED BOAT,Einzelbau Mahagoni-Klassiker ahnl. Pedrazzini,Einzelbau,1972,powerboats,Classic Power Boat,Wood,6.88,2.43,0.9,1,202.0,149.0,48500,https://www.boat24.com/en/powerboats/einzelbau/einzelbau-mahagoni-klassiker-aehnl-pedrazzini/detail/545286/
16245,536437,Spain,USED BOAT,Sunseeker San Remo,Sunseeker,,powerboats,Motor Yacht,GRP,16.18,4.29,1.3,2,435.0,320.0,740000,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-san-remo/detail/536437/
16246,544131,Germany,USED BOAT,Babro Newline 42,Babro,2011,powerboats,Trawler,Steel,12.9,4.25,1.2,1,170.0,125.0,250000,https://www.boat24.com/en/powerboats/babro/babro-newline-42/detail/544131/
16247,246371,,NEW BOAT,Ovni 430,Alubat,2023,sailingboats,Sailing Yacht,,12.9,4.36,,1,,,1100000,https://www.boat24.com/en/catalog/sailingboats/alubat/ovni-430/2023/246371/
16248,527750,Germany,USED BOAT,Faeton Scape 29,Faeton,2006,powerboats,Cabin Cruiser,GRP,9.15,2.9,0.8,1,300.0,221.0,57000,https://www.boat24.com/en/powerboats/faeton/faeton-scape-29/detail/527750/
16249,543480,Netherlands,USED BOAT,Laguna Cruiser 700,Laguna,2018,powerboats,Motor Yacht,GRP,7.0,2.49,0.4,1,25.0,18.0,39500,https://www.boat24.com/en/powerboats/laguna/laguna-cruiser-700/detail/543480/
16250,517161,Portugal,USED BOAT,W.E. Thomas Bristol Channel Pilot Kutters,W.E.,1909,sailingboats,Classic Sailing Yacht,Wood,18.9,3.5,2.3,1,75.0,55.0,260999.99999999997,https://www.boat24.com/en/sailingboats/we-thomas/we-thomas-bristol-channel-pilot-kutters/detail/517161/
16251,245315,,NEW BOAT,38 Grande Coupe,Regal,2023,powerboats,Hardtop,,11.81,3.63,,1,,,1250000,https://www.boat24.com/en/catalog/powerboats/regal/38-grande-coupe/2023/245315/
16252,544639,Netherlands,USED BOAT,Babro 1120 AK,Babro,2005,powerboats,Trawler,Steel,11.2,3.75,1.0,1,100.0,74.0,143750,https://www.boat24.com/en/powerboats/babro/babro-1120-ak/detail/544639/
16253,541201,Germany,NEW BOAT,Beneteau Oceanis 30.1,Beneteau,2023,sailingboats,Sailing Yacht,GRP,9.53,2.99,1.3,1,21.0,15.0,155425,https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-301/detail/541201/
16256,494164,Switzerland,NEW BOAT,Yam 270 TAf,Yam,2023,inflatableboats,RIB,,2.65,1.59,,1,,,3559.8,https://www.boat24.com/en/inflatableboats/yam/yam-270-taf/detail/494164/
16257,246280,,NEW BOAT,V34,Comitti,2023,powerboats,Motor Yacht,,10.5,2.99,,1,,,138000,https://www.boat24.com/en/catalog/powerboats/comitti/v34/2023/246280/
16258,431026,Croatia,USED BOAT,Princess V 50,Princess,2005,powerboats,Motor Yacht,GRP,15.49,4.22,1.09,2,480.0,353.0,240000,https://www.boat24.com/en/powerboats/princess/princess-v-50/detail/431026/
16259,529589,Switzerland,NEW BOAT,nan,nan,2023,powerboats,Bowrider,GRP,6.35,2.34,0.9,1,150.0,110.0,69150.9,https://www.boat24.com/en/powerboats/yamarin/yamarin-63-br/detail/529589/
16260,539792,Portugal,USED BOAT,Dipol Glass P 680,Dipol,2018,powerboats,Utility Boat,GRP,6.62,2.34,1.05,1,115.0,85.0,28000,https://www.boat24.com/en/powerboats/dipol-glass/dipol-glass-p-680/detail/539792/
16261,505651,Italy,USED BOAT,CNB 66,CNB,2017,sailingboats,Deck Saloon,GRP,21.36,5.51,2.95,1,180.0,132.0,1490000,https://www.boat24.com/en/sailingboats/cnb/cnb-66/detail/505651/
16263,527230,Italy,USED BOAT,Capelli TEMPEST 900 Open,Capelli,2017,inflatableboats,RIB,,9.42,3.26,,1,250.0,184.0,68000,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-900-open/detail/527230/
16265,520717,Germany,NEW BOAT,Quicksilver Inflatables 240 Tendy Lattenboden,Quicksilver,2023,inflatableboats,Foldable Inflatable Boat,PVC,2.4,1.34,,1,,,549,https://www.boat24.com/en/inflatableboats/quicksilver-inflatables/quicksilver-inflatables-240-tendy-lattenboden/detail/520717/
16266,504074,Croatia,NEW BOAT,nan,nan,2022,powerboats,Bowrider,,11.0,3.23,1.12,2,350.0,257.0,360000,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-sundancer-320-ob/detail/504074/
16267,533952,Grenada,USED BOAT,Leopard 40,Leopard,2019,sailingboats,Catamaran,GRP,12.19,6.73,1.24,2,29.0,21.0,455860.0,https://www.boat24.com/en/sailingboats/leopard/leopard-40/detail/533952/
16268,6134,,NEW BOAT,Offshore 31,A. Mostes,2023,powerboats,Motor Yacht,,9.99,2.76,,1,850.0,,149000,https://www.boat24.com/en/catalog/powerboats/a-mostes/offshore-31/2023/6134/
16269,542876,Germany,USED BOAT,Einzelbau Motorsegler,Einzelbau,1970,sailingboats,Motorsailer,GRP,6.5,2.3,0.8,1,19.0,14.0,4500,https://www.boat24.com/en/sailingboats/einzelbau/einzelbau-motorsegler/detail/542876/
16271,544981,Netherlands,USED BOAT,Tuindersvlet 1000,Tuindersvlet,1900,powerboats,Motor Yacht,Steel,10.0,1.8,0.6,1,,,5000,https://www.boat24.com/en/powerboats/tuindersvlet-1000/detail/544981/
16272,534490,Slovenia,USED BOAT,Delphia Escape 1350,Delphia,2017,powerboats,Motor Yacht,,12.98,3.86,0.86,1,230.0,169.0,249000,https://www.boat24.com/en/powerboats/delphia/delphia-escape-1350/detail/534490/
16273,534143,Italy,USED BOAT,Bavaria 46 Cruiser,Bavaria,2007,sailingboats,Sailing Yacht,GRP,14.0,4.35,2.05,1,75.0,55.0,135000,https://www.boat24.com/en/sailingboats/bavaria/bavaria-46-cruiser/detail/534143/
16274,520304,France,USED BOAT,Capelli 28 WA,Capelli,2010,powerboats,Cabin Cruiser,GRP,7.8,2.75,0.5,2,150.0,110.0,39500,https://www.boat24.com/en/powerboats/capelli/capelli-28-wa/detail/520304/
16275,41427,Sweden,USED BOAT,Monterey 355 HT,Monterey,2007,powerboats,Cabin Cruiser,GRP,10.76,3.44,1.02,2,260.0,191.0,98000,https://www.boat24.com/en/powerboats/monterey/monterey-355-ht/detail/41427/
