,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
19570,542324,France,USED BOAT,595 ACTIV,595,2015,sailingboats,Sailing Yacht,PVC,5.65,2.24,0.3,1,115.0,85.0,28000.0,https://www.boat24.com/en/sailingboats/595-activ/detail/542324/
19572,541586,Germany,USED BOAT,Fjord Norske 21,Fjord,1985,powerboats,Cabin Cruiser,GRP,6.5,2.5,0.5,1,205.0,151.0,14500.0,https://www.boat24.com/en/powerboats/fjord/fjord-norske-21/detail/541586/
19574,364986,Spain,USED BOAT,nan,nan,2005,powerboats,Hardtop,GRP,21.14,5.07,1.6,2,1360.0,1000.0,580000.0,https://www.boat24.com/en/powerboats/azimut/azimut-68-s/detail/364986/
19581,542880,Germany,USED BOAT,/ Eigenbau One Off,/,1987,sailingboats,Cruising Yacht,Wood,9.5,2.95,1.4,1,17.0,13.0,15500.0,https://www.boat24.com/en/sailingboats/-eigenbau-one-off/detail/542880/
19583,543789,Germany,USED BOAT,Pischel Ribline GTO 4.8,Pischel,2019,inflatableboats,RIB,GRP,5.0,2.3,0.6,1,60.0,44.0,32500.0,https://www.boat24.com/en/inflatableboats/pischel-ribline-gto-48/detail/543789/
19584,516813,Germany,NEW BOAT,Focus Motor Yacht Power 44,Focus,2023,powerboats,Motor Yacht,GRP,13.6,3.98,1.11,2,370.0,272.0,712500.0,https://www.boat24.com/en/powerboats/focus-motor-yacht/focus-motor-yacht-power-44/detail/516813/
19585,542178,Italy,USED BOAT,Cranchi T36,Cranchi,2018,powerboats,Hardtop,GRP,11.7,3.53,1.0,2,300.0,221.0,315000.0,https://www.boat24.com/en/powerboats/cranchi/cranchi-t36/detail/542178/
19586,540526,Greece,USED BOAT,Dufour 34,Dufour,2007,sailingboats,Cruising Dinghy,GRP,10.6,3.5,1.9,1,30.0,22.0,77000.0,https://www.boat24.com/en/sailingboats/dufour/dufour-34/detail/540526/
19589,527787,Germany,NEW BOAT,Axopar 28 Cabin ! Aktionspreis !,Axopar,2022,powerboats,Sport Boat,GRP,9.4,2.95,0.8,1,350.0,257.0,149000.0,https://www.boat24.com/en/powerboats/axopar/axopar-28-cabin-aktionspreis-/detail/527787/
19592,461425,Germany,NEW BOAT,Jeanneau Prestige 590 S-Line,Jeanneau,2022,powerboats,Hardtop,GRP,18.7,4.84,1.35,2,600.0,441.0,9792.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-prestige-590-s-line/detail/461425/
19595,515049,Spain,NEW BOAT,Beneteau FLYER 7 SPACEDECK,Beneteau,2023,powerboats,Fishing Boat,GRP,6.41,2.52,0.8,1,200.0,147.0,72979.0,https://www.boat24.com/en/powerboats/beneteau/beneteau-flyer-7-spacedeck/detail/515049/
19600,430332,Germany,USED BOAT,Arcona '415  415,Arcona,2023,sailingboats,Sailing Yacht,GRP,12.2,3.9,2.2,1,39.0,29.0,422220.0,https://www.boat24.com/en/sailingboats/arcona/arcona-415-415/detail/430332/
19601,530609,Germany,USED BOAT,Malo 11.10,Malo,1973,sailingboats,Sailing Yacht,GRP,11.95,3.35,1.35,1,56.0,41.0,39500.0,https://www.boat24.com/en/sailingboats/malo-50/detail/530609/
19602,528464,Germany,USED BOAT,Yachtservice Breukelen BV Eurosloep 660,Yachtservice,1996,powerboats,Sloep,Steel,6.75,2.4,0.52,1,33.0,24.0,24990.0,https://www.boat24.com/en/powerboats/yachtservice-breukelen-bv-eurosloep-660/detail/528464/
19605,541679,Switzerland,USED BOAT,Chris Craft Corsair 25,Chris,2006,powerboats,Sport Boat,GRP,7.62,2.59,0.9,1,380.0,279.0,82620.0,https://www.boat24.com/en/powerboats/chris-craft/chris-craft-corsair-25/detail/541679/
19609,542222,Germany,USED BOAT,Poseidon Kalliske,Poseidon,1990,powerboats,Cabin Cruiser,GRP,7.0,2.3,0.4,1,50.0,37.0,19950.0,https://www.boat24.com/en/powerboats/poseidon/poseidon-kalliske/detail/542222/
19612,527102,Croatia,USED BOAT,Azimut 80,Azimut,2008,powerboats,Flybridge,GRP,2.4,5.77,1.8,2,1500.0,1103.0,1390000.0,https://www.boat24.com/en/powerboats/azimut/azimut-80/detail/527102/
19617,542152,Netherlands,USED BOAT,SK Vlet 650,SK,2002,powerboats,Trawler,Steel,6.5,2.43,0.75,1,22.0,16.0,32500.0,https://www.boat24.com/en/powerboats/sk-vlet-650/detail/542152/
19618,543612,Switzerland,USED BOAT,Hallberg-Rassy 352,Hallberg-Rassy,1988,sailingboats,Center Cockpit,GRP,10.54,3.38,1.67,1,43.0,32.0,122400.0,https://www.boat24.com/en/sailingboats/hallberg-rassy/hallberg-rassy-352/detail/543612/
19619,542013,Netherlands,USED BOAT,Amulet Vlet 975,Amulet,1972,powerboats,Trawler,Steel,9.75,3.3,0.85,1,60.0,44.0,22500.0,https://www.boat24.com/en/powerboats/amulet-vlet/amulet-vlet-975/detail/542013/
19624,501905,Germany,USED BOAT,Dehler 38SQ,Dehler,2022,sailingboats,Sailing Yacht,Wood,11.3,3.75,1.72,1,30.0,22.0,268000.0,https://www.boat24.com/en/sailingboats/dehler/dehler-38sq/detail/501905/
19626,520168,Germany,USED BOAT,Regal 2200 Bowrider,Regal,2004,powerboats,Bowrider,GRP,6.7,2.5,0.8,1,260.0,191.0,31900.0,https://www.boat24.com/en/powerboats/regal/regal-2200-bowrider/detail/520168/
19629,530099,Portugal,USED BOAT,Bavaria 31,Bavaria,2000,sailingboats,Cruising Yacht,GRP,9.55,2.99,1.73,1,18.0,13.0,48000.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-31/detail/530099/
19633,524872,Italy,USED BOAT,Raffaelli LEVANTE,Raffaelli,2000,powerboats,Flybridge,GRP,12.96,4.34,1.0,2,420.0,309.0,149000.0,https://www.boat24.com/en/powerboats/raffaelli/raffaelli-levante/detail/524872/
19637,541991,Netherlands,USED BOAT,Jetten Bully 960 OK,Jetten,2002,powerboats,Trawler,Steel,10.1,3.55,0.9,1,56.0,41.0,125000.0,https://www.boat24.com/en/powerboats/jetten/jetten-bully-960-ok/detail/541991/
19648,507094,Denmark,USED BOAT,Contest 30 AC,Contest,1980,sailingboats,Sailing Yacht,GRP,9.15,3.14,1.55,1,22.0,16.0,22222.0,https://www.boat24.com/en/sailingboats/contest/contest-30-ac/detail/507094/
19650,534928,Virgin,USED BOAT,Leopard 45,Leopard,2019,sailingboats,Catamaran,GRP,13.72,7.37,1.5,2,45.0,33.0,547400.0,https://www.boat24.com/en/sailingboats/leopard/leopard-45/detail/534928/
19651,541954,Switzerland,USED BOAT,nan,nan,1972,sailingboats,Classic Sailing Yacht,Wood,8.3,2.1,1.35,1,85.0,63.0,37230.0,https://www.boat24.com/en/sailingboats/flying-forti-rene-luthy/detail/541954/
19653,471432,Croatia,USED BOAT,nan,nan,2007,powerboats,Motor Yacht,GRP,21.3,5.31,1.5,2,1224.0,900.0,600000.0,https://www.boat24.com/en/powerboats/aicon/aicon-64/detail/471432/
19654,434011,Germany,NEW BOAT,Bader Kronland II Houseboat,Bader,2023,powerboats,Power Catamaran,GRP,10.85,3.43,0.41,1,40.0,29.0,366400.0,https://www.boat24.com/en/powerboats/bader-kronland-ii-houseboat/detail/434011/
19669,458919,Germany,NEW BOAT,Bayliner VR5 CUDDY,Bayliner,2023,powerboats,Cabin Cruiser,GRP,6.23,2.39,0.84,1,200.0,147.0,56500.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-vr5-cuddy/detail/458919/
19674,545486,Switzerland,USED BOAT,Jeanneau Sun Odyssey 32.2,Jeanneau,1998,sailingboats,Classic Sailing Yacht,GRP,9.4,3.0,1.4,1,19.0,14.0,53040.0,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssey-322/detail/545486/
19677,515943,Switzerland,USED BOAT,Nautique Super Air GS20,Nautique,2018,powerboats,Wakeboard/Wakesurf,GRP,6.1,2.54,0.7,1,355.0,261.0,90780.0,https://www.boat24.com/en/powerboats/nautique/nautique-super-air-gs20/detail/515943/
19681,545209,Germany,USED BOAT,Rethana 36,Rethana,1976,sailingboats,Center Cockpit,GRP,10.8,3.2,1.6,1,50.0,37.0,7500.0,https://www.boat24.com/en/sailingboats/rethana/rethana-36/detail/545209/
19682,545009,Germany,USED BOAT,Katamaran Novacat 28,Katamaran,2017,sailingboats,Catamaran,Wood,8.5,5.0,0.5,1,60.0,44.0,17000.0,https://www.boat24.com/en/sailingboats/katamaran-novacat-28/detail/545009/
19685,544651,Denmark,USED BOAT,Bayliner 4588,Bayliner,1991,powerboats,Motor Yacht,GRP,13.7,4.5,1.0,1,500.0,368.0,194350.0,https://www.boat24.com/en/powerboats/bayliner-4588/detail/544651/
19693,291276,Greece,USED BOAT,Northshore Yachts Vancouver 34 c,Northshore,2004,sailingboats,Sailing Yacht,GRP,10.44,3.2,1.44,1,30.0,22.0,129000.0,https://www.boat24.com/en/sailingboats/northshore-yachts/northshore-yachts-vancouver-34-c/detail/291276/
19696,536909,France,USED BOAT,Nicols Yacht Confort 900 DP,Nicols,1996,powerboats,Cabin Cruiser,GRP,8.85,3.4,0.85,1,30.0,22.0,49900.0,https://www.boat24.com/en/powerboats/nicols-yacht/nicols-yacht-confort-900-dp/detail/536909/
19699,532198,Belgium,USED BOAT,Bayliner 842 mercruiser DIESEL,Bayliner,2016,powerboats,Motor Yacht,Carbon Fiber,9.0,2.6,1.0,1,260.0,191.0,110000.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-842-mercruiser-diesel/detail/532198/
19703,284556,Croatia,USED BOAT,nan,nan,2012,powerboats,Superyacht,GRP,23.67,6.6,2.0,2,560.0,412.0,1850000.0,https://www.boat24.com/en/powerboats/bandido-yachts/bandido-yachts-75/detail/284556/
19708,543767,Netherlands,USED BOAT,Zodiac Open 3.1 Zwart Donker Grijs,Zodiac,2021,inflatableboats,RIB,Hypalon,3.1,1.65,0.45,1,10.0,7.0,9250.0,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-open-31-zwart-donker-grijs/detail/543767/
19709,496290,Germany,USED BOAT,Rapsody 29 OC-F,Rapsody,2003,powerboats,Classic Power Boat,GRP,8.75,2.45,0.65,1,120.0,88.0,145500.0,https://www.boat24.com/en/powerboats/rapsody/rapsody-29-oc-f/detail/496290/
19712,532048,Denmark,USED BOAT,Smakkejolle,Smakkejolle,1985,sailingboats,Sailing Dinghy,Wood,5.5,2.0,0.6,1,40.0,29.0,15470.0,https://www.boat24.com/en/sailingboats/smakkejolle/detail/532048/
19715,544008,Netherlands,USED BOAT,Nimbus 305 coupe,Nimbus,2016,powerboats,Motor Yacht,GRP,10.07,3.28,0.9,1,220.0,162.0,239900.0,https://www.boat24.com/en/powerboats/nimbus/nimbus-305-coupe/detail/544008/
19717,520770,Austria,USED BOAT,Corsiva Coaster 600 DC Exclusive,Corsiva,2019,powerboats,Runabout,GRP,5.95,2.5,0.33,1,150.0,110.0,42000.0,https://www.boat24.com/en/powerboats/corsiva/corsiva-coaster-600-dc-exclusive/detail/520770/
19718,545155,Germany,USED BOAT,Bavaria 32 S BSO,Bavaria,2017,powerboats,Motor Yacht,GRP,10.61,3.31,0.9,2,240.0,177.0,199500.0,https://www.boat24.com/en/powerboats/bavaria/bavaria-32-s-bso/detail/545155/
19720,544976,Netherlands,USED BOAT,Bruce Roberts 49 Ft,Bruce,1999,sailingboats,Deck Saloon,Steel,15.0,4.6,2.0,1,60.0,44.0,65000.0,https://www.boat24.com/en/sailingboats/bruce-roberts/bruce-roberts-49-ft/detail/544976/
19725,524295,Germany,NEW BOAT,Bavaria S45 Coupe,Bavaria,2023,powerboats,Hardtop,GRP,14.99,4.41,1.34,2,380.0,279.0,639000.0,https://www.boat24.com/en/powerboats/bavaria/bavaria-s45-coupe/detail/524295/
19731,515050,Portugal,USED BOAT,Westerly 33,Westerly,1978,sailingboats,Sailing Yacht,GRP,10.09,3.32,1.66,1,42.0,31.0,22500.0,https://www.boat24.com/en/sailingboats/westerly/westerly-33/detail/515050/
19735,527593,France,USED BOAT,Correct Craft Super air nautique 230,Correct,2008,powerboats,Sport Boat,GRP,7.03,2.5,0.72,1,390.0,287.0,54900.0,https://www.boat24.com/en/powerboats/correct-craft/correct-craft-super-air-nautique-230/detail/527593/
19737,532106,Denmark,USED BOAT,Jeanneau CAP Camarat 715 WA,Jeanneau,2010,powerboats,Deck Boat,GRP,7.15,2.55,0.5,1,225.0,165.0,38350.0,https://www.boat24.com/en/powerboats/jeanneau-cap-camarat-715-wa/detail/532106/
19742,535257,Germany,USED BOAT,Regal Commodore 3060,Regal,1997,powerboats,Motor Yacht,GRP,9.25,2.98,0.9,2,200.0,147.0,59990.0,https://www.boat24.com/en/powerboats/regal/regal-commodore-3060/detail/535257/
19745,488092,Spain,USED BOAT,Sea Ray 340 Sundancer,Sea,1992,powerboats,Motor Yacht,GRP,10.8,3.48,0.95,2,270.0,199.0,54000.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-340-sundancer/detail/488092/
19746,395639,Croatia,USED BOAT,Sea Ray 315 / 280 DA,Sea,2005,powerboats,Motor Yacht,GRP,9.47,2.87,0.9,2,250.0,184.0,59000.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-315-280-da/detail/395639/
19747,470629,Germany,USED BOAT,Fiberglas Technik Delphin 80,Fiberglas,1985,sailingboats,Sailing Yacht,GRP,10.5,3.0,1.8,1,23.0,17.0,17000.0,https://www.boat24.com/en/sailingboats/fiberglas-technik/fiberglas-technik-delphin-80/detail/470629/
19750,456583,Germany,NEW BOAT,Dufour 430,Dufour,2022,sailingboats,Sailing Yacht,GRP,13.24,4.3,2.1,1,50.0,37.0,99950.0,https://www.boat24.com/en/sailingboats/dufour/dufour-430/detail/456583/
19752,536637,Germany,USED BOAT,Jeanneau Fantasia 27,Jeanneau,1983,sailingboats,Sailing Yacht,GRP,8.3,2.88,1.5,1,75.0,55.0,13000.0,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-fantasia-27/detail/536637/
19759,538233,Germany,USED BOAT,Quicksilver Activ 505 Cabin,Quicksilver,2019,powerboats,Sport Boat,GRP,5.4,2.12,0.35,1,60.0,44.0,23500.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-505-cabin/detail/538233/
19761,543354,Italy,USED BOAT,Elan 410,Elan,2008,sailingboats,Sailing Yacht,GRP,12.28,3.91,2.45,1,40.0,29.0,140000.0,https://www.boat24.com/en/sailingboats/elan/elan-410/detail/543354/
19762,539095,Italy,USED BOAT,Alb-Sail BA 40,Alb-Sail,1987,sailingboats,Sailing Yacht,GRP,11.99,3.78,2.35,1,29.0,21.0,25000.0,https://www.boat24.com/en/sailingboats/alb-sail-ba-40/detail/539095/
19763,510351,Germany,USED BOAT,VEB Ibis 2,VEB,1988,powerboats,Bowrider,GRP,4.4,1.6,0.2,1,15.0,11.0,4200.0,https://www.boat24.com/en/powerboats/veb/veb-ibis-2/detail/510351/
19764,536034,Germany,USED BOAT,Linssen Classic Sturdy 400AC Twin,Linssen,1994,powerboats,Motor Yacht,Steel,12.4,4.05,1.35,2,150.0,110.0,179000.0,https://www.boat24.com/en/powerboats/linssen/linssen-classic-sturdy-400ac-twin/detail/536034/
19775,531699,Poland,USED BOAT,Delphia 989 Platinum Flybridge,Delphia,2019,powerboats,Flybridge,GRP,9.89,3.5,0.7,1,115.0,85.0,150000.0,https://www.boat24.com/en/powerboats/delphia/delphia-989-platinum-flybridge/detail/531699/
19779,544848,Germany,USED BOAT,Mazury Marim 33,Mazury,2018,powerboats,Cabin Cruiser,GRP,10.0,3.0,0.65,1,125.0,92.0,144500.0,https://www.boat24.com/en/powerboats/mazury/mazury-marim-33/detail/544848/
19780,528469,Italy,USED BOAT,MENORQUIN 160,MENORQUIN,2002,powerboats,Motor Yacht,GRP,16.4,5.0,1.3,2,370.0,272.0,250000.0,https://www.boat24.com/en/powerboats/menorquin/menorquin-160/detail/528469/
19782,538656,Germany,USED BOAT,Esse 990,Esse,2008,sailingboats,Daysailer,GRP,9.9,2.55,2.1,1,15.0,11.0,115000.0,https://www.boat24.com/en/sailingboats/esse/esse-990/detail/538656/
19787,515186,Croatia,USED BOAT,Hanse 588,Hanse,2020,sailingboats,Cruising Yacht,GRP,17.2,5.2,2.6,1,110.0,81.0,579800.0,https://www.boat24.com/en/sailingboats/hanse/hanse-588/detail/515186/
19792,533875,Switzerland,USED BOAT,Seaweed 535,Seaweed,2023,powerboats,Center Console,Carbon Fiber,5.35,1.85,0.2,1,80.0,59.0,22440.0,https://www.boat24.com/en/powerboats/seaweed-535/detail/533875/
19793,542611,Switzerland,USED BOAT,Style Yacht Sudar Regatta,Style,2007,sailingboats,Daysailer,GRP,8.0,2.25,1.2,1,90.0,66.0,33150.0,https://www.boat24.com/en/sailingboats/style-yacht/style-yacht-sudar-regatta/detail/542611/
19794,499631,Germany,USED BOAT,Historisches Zollboot,Historisches,1953,powerboats,Cabin Cruiser,Steel,14.0,2.5,1.1,1,190.0,140.0,96000.0,https://www.boat24.com/en/powerboats/historisches-zollboot/detail/499631/
19802,513596,Germany,USED BOAT,Targa 35,Targa,2002,powerboats,Motor Yacht,GRP,11.25,3.5,1.0,2,570.0,419.0,225000.0,https://www.boat24.com/en/powerboats/targa-35/detail/513596/
19804,527043,Netherlands,USED BOAT,Zeetjalk 2400,Zeetjalk,1892,sailingboats,Flat Bottom Boat,Steel,24.18,5.0,1.1,1,200.0,147.0,274000.0,https://www.boat24.com/en/sailingboats/zeetjalk-2400/detail/527043/
19806,478772,Italy,USED BOAT,Merani ALISEO,Merani,1959,sailingboats,Keelboat,Wood,9.15,2.75,1.5,1,30.0,22.0,30000.0,https://www.boat24.com/en/sailingboats/merani-aliseo/detail/478772/
19811,542347,Germany,USED BOAT,Glastron SSV 239,Glastron,1993,powerboats,Cabin Cruiser,GRP,7.14,2.49,0.7,1,400.0,294.0,25900.0,https://www.boat24.com/en/powerboats/glastron/glastron-ssv-239/detail/542347/
19812,500371,Germany,USED BOAT,Cranchi Endurance 41,Cranchi,2006,powerboats,Motor Yacht,GRP,12.99,3.5,0.87,2,350.0,257.0,129000.0,https://www.boat24.com/en/powerboats/cranchi/cranchi-endurance-41/detail/500371/
19813,541893,Netherlands,USED BOAT,Nimbus 31 Ultima,Nimbus,1994,powerboats,Motor Yacht,GRP,9.3,3.25,1.0,1,200.0,147.0,67500.0,https://www.boat24.com/en/powerboats/nimbus/nimbus-31-ultima/detail/541893/
19815,533059,Germany,NEW BOAT,Bavaria C42,Bavaria,2023,sailingboats,Sailing Yacht,GRP,12.4,4.3,2.1,1,57.0,42.0,397555.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-c42/detail/533059/
19819,541020,Netherlands,USED BOAT,Sunseeker 56 Manhattan,Sunseeker,2003,powerboats,Motor Yacht,GRP,17.98,4.59,1.3,2,800.0,588.0,379000.0,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-56-manhattan/detail/541020/
19822,470131,Switzerland,USED BOAT,Bavaria 28 Sport OPEN,Bavaria,2012,powerboats,Cabin Cruiser,GRP,9.5,2.99,0.8,2,265.0,195.0,105060.0,https://www.boat24.com/en/powerboats/bavaria/bavaria-28-sport-open/detail/470131/
19824,543975,Croatia,USED BOAT,Dufour 44,Dufour,2004,sailingboats,Sailing Yacht,GRP,13.67,4.25,1.97,1,55.0,40.0,95000.0,https://www.boat24.com/en/sailingboats/dufour/dufour-44/detail/543975/
19827,489710,Netherlands,USED BOAT,Polaris Miranda,Polaris,1989,powerboats,Cabin Cruiser,GRP,8.85,3.3,0.7,1,200.0,147.0,49500.0,https://www.boat24.com/en/powerboats/polaris/polaris-miranda/detail/489710/
19829,503191,Spain,USED BOAT,SACS MARINE STRIDER 45,SACS,2008,inflatableboats,RIB,Hypalon,16.0,4.5,1.0,2,430.0,316.0,110000.0,https://www.boat24.com/en/inflatableboats/sacs/sacs-marine-strider-45/detail/503191/
19831,525896,Germany,NEW BOAT,Quicksilver Activ 675 Weekend,Quicksilver,2023,powerboats,Sport Boat,GRP,6.94,2.5,0.48,1,200.0,147.0,86499.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-675-weekend/detail/525896/
19834,544450,Netherlands,USED BOAT,Etap 26,Etap,1983,sailingboats,Sailing Yacht,GRP,7.75,2.75,1.6,1,95.0,7.0,12000.0,https://www.boat24.com/en/sailingboats/etap/etap-26/detail/544450/
19842,530064,Switzerland,USED BOAT,Bayliner 175 Bowrider,Bayliner,2005,powerboats,Bowrider,GRP,5.33,2.18,0.7,1,140.0,103.0,25908.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-175-bowrider/detail/530064/
19845,535163,Virgin,USED BOAT,Leopard 43 Powercat,Leopard,2019,powerboats,Power Catamaran,GRP,13.11,6.73,0.94,2,320.0,235.0,486680.0,https://www.boat24.com/en/powerboats/leopard/leopard-43-powercat/detail/535163/
19846,544659,Belgium,USED BOAT,Saver 24 Riviera,Saver,2005,powerboats,Motor Yacht,Carbon Fiber,7.5,2.6,0.6,1,220.0,162.0,34000.0,https://www.boat24.com/en/powerboats/saver/saver-24-riviera/detail/544659/
19848,521512,Germany,USED BOAT,One-Off Sailing Yacht,One-Off,2005,sailingboats,Sailing Yacht,Wood,15.45,3.98,2.2,1,65.0,48.0,496000.0,https://www.boat24.com/en/sailingboats/one-off-sailing-yacht/detail/521512/
19851,507395,Netherlands,USED BOAT,Speelmanskotter Speelmanskotter 10.50 OK,Speelmanskotter,1993,powerboats,Trawler,Steel,10.5,3.5,1.15,1,85.0,63.0,99500.0,https://www.boat24.com/en/powerboats/speelmanskotter-speelmanskotter-1050-ok/detail/507395/
19853,543274,Italy,USED BOAT,Beneteau Sense 43,Beneteau,2011,sailingboats,Cruising Yacht,GRP,13.2,4.28,2.0,1,54.0,40.0,210000.0,https://www.boat24.com/en/sailingboats/beneteau/beneteau-sense-43/detail/543274/
19856,515805,Croatia,USED BOAT,AICON Yachts Aicon 64 Fly,AICON,2009,powerboats,Flybridge,GRP,21.0,5.3,1.4,2,1224.0,900.0,689000.0,https://www.boat24.com/en/powerboats/aicon-yachts/aicon-yachts-aicon-64-fly/detail/515805/
19857,493665,Germany,USED BOAT,Fjord 770,Fjord,1994,powerboats,Motor Yacht,GRP,7.7,2.92,0.8,1,85.0,63.0,44900.0,https://www.boat24.com/en/powerboats/fjord/fjord-770/detail/493665/
19858,541618,Germany,USED BOAT,Kempers Excellent 65,Kempers,1993,powerboats,Motor Yacht,Steel,19.75,4.92,1.35,2,370.0,272.0,950000.0,https://www.boat24.com/en/powerboats/kempers/kempers-excellent-65/detail/541618/
19860,466401,Netherlands,USED BOAT,Unique 833,Unique,1988,powerboats,Cabin Cruiser,GRP,9.3,2.6,0.9,1,130.0,96.0,25900.0,https://www.boat24.com/en/powerboats/unique/unique-833/detail/466401/
19862,541364,Switzerland,NEW BOAT,Rio Daytona S,Rio,2023,powerboats,Motor Yacht,GRP,10.5,3.5,0.56,2,305.0,224.0,280000.0,https://www.boat24.com/en/powerboats/rio/rio-daytona-s/detail/541364/
19863,529162,Germany,NEW BOAT,Buster XL,Buster,2023,powerboats,Bowrider,Aluminium,6.05,2.2,0.4,1,115.0,85.0,53000.0,https://www.boat24.com/en/powerboats/buster/buster-xl/detail/529162/
19869,432844,Switzerland,NEW BOAT,DarekCo TEXAS WINNER 800S,DarekCo,2020,powerboats,Cabin Cruiser,GRP,7.98,2.54,0.45,1,250.0,184.0,78336.0,https://www.boat24.com/en/powerboats/darekco/darekco-texas-winner-800s/detail/432844/
19871,545610,Switzerland,USED BOAT,Linssen 32 SL Gold,Linssen,1991,powerboats,Houseboat,Steel,9.4,3.2,1.15,1,100.0,74.0,127500.0,https://www.boat24.com/en/powerboats/linssen/linssen-32-sl-gold/detail/545610/
19874,532148,Denmark,USED BOAT,Nidelv 28 Classic HT,Nidelv,2006,powerboats,Hardtop,GRP,9.1,3.05,0.85,1,130.0,96.0,79950.0,https://www.boat24.com/en/powerboats/nidelv-28-classic-ht/detail/532148/
19877,529550,Netherlands,USED BOAT,Spits 38.97 CvO Rijn,Spits,1958,powerboats,Superyacht,Steel,38.97,5.08,2.43,1,172.0,127.0,119500.0,https://www.boat24.com/en/powerboats/spits-3897-cvo-rijn/detail/529550/
19879,537133,Switzerland,USED BOAT,Windy 29 Coho GT,Windy,2020,powerboats,Sport Boat,GRP,8.85,2.62,1.1,1,430.0,316.0,255000.0,https://www.boat24.com/en/powerboats/windy/windy-29-coho-gt/detail/537133/
19880,499153,Croatia,USED BOAT,nan,nan,1985,powerboats,Flybridge,GRP,13.5,3.98,1.0,2,310.0,228.0,80000.0,https://www.boat24.com/en/powerboats/gallart/gallart-1350-fly/detail/499153/
19881,458456,Germany,USED BOAT,Bavaria Cruiser 51,Bavaria,2019,sailingboats,Sailing Yacht,GRP,15.57,4.67,1.85,1,75.0,55.0,295000.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-51/detail/458456/
19883,516060,Germany,NEW BOAT,Prestige Yachts Prestige 420 Fly - Ende Mai '23,Prestige,2023,powerboats,Flybridge,GRP,13.06,4.1,1.1,2,425.0,313.0,861265.0,https://www.boat24.com/en/powerboats/prestige-yachts/prestige-yachts-prestige-420-fly--ende-mai-23/detail/516060/
19884,487094,Portugal,USED BOAT,Westerly Corsair 36,Westerly,1983,sailingboats,Center Cockpit,GRP,10.87,3.81,1.5,1,28.0,21.0,45000.0,https://www.boat24.com/en/sailingboats/westerly/westerly-corsair-36/detail/487094/
19887,541988,Netherlands,USED BOAT,Bavaria 30 Cruiser,Bavaria,2007,sailingboats,Sailing Yacht,PVC,9.45,3.29,1.85,1,19.0,14.0,49900.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-30-cruiser/detail/541988/
19888,540293,Croatia,USED BOAT,Jeanneau PRESTIGE 32 - NEUE MOTOREN !!,Jeanneau,2004,powerboats,Flybridge,GRP,10.4,3.64,0.95,2,270.0,199.0,149000.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-prestige-32--neue-motoren-/detail/540293/
19890,545056,Netherlands,USED BOAT,Bavaria 38-3,Bavaria,2003,sailingboats,Sailing Yacht,GRP,11.68,3.86,2.0,1,55.0,40.0,115000.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-38-3/detail/545056/
19894,539064,Germany,USED BOAT,Karnic SL 600,Karnic,2016,powerboats,Sport Boat,GRP,6.7,2.45,0.8,1,150.0,110.0,44900.0,https://www.boat24.com/en/powerboats/karnic/karnic-sl-600/detail/539064/
19898,503777,Germany,NEW BOAT,Sea Ray 230 SSE,Sea,2022,powerboats,Cabin Cruiser,GRP,7.15,2.54,0.98,1,300.0,221.0,119000.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-230-sse/detail/503777/
19900,506486,Italy,USED BOAT,nan,nan,2018,inflatableboats,RIB,Hypalon,13.8,4.18,0.8,1,30.0,22.0,400000.0,https://www.boat24.com/en/inflatableboats/mv-marine-mito-45/detail/506486/
19901,515876,Italy,USED BOAT,Mochi Craft Dolphin 64,Mochi,2008,powerboats,Motor Yacht,GRP,19.4,6.13,1.7,2,1224.0,900.0,800000.0,https://www.boat24.com/en/powerboats/mochi-craft/mochi-craft-dolphin-64/detail/515876/
19905,543479,Netherlands,USED BOAT,Pampus 1000 GSAK,Pampus,1980,powerboats,Trawler,Steel,10.0,3.0,1.0,1,105.0,77.0,26500.0,https://www.boat24.com/en/powerboats/pampus-1000-gsak/detail/543479/
